imdb_id,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Rating_Internet_Movie_Database,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,_fetch_date,_poster_path,Rating_Rotten_Tomatoes,Rating_Metacritic
tt0120481,Washington Square,1997,PG,10 Oct 1997,115 min,"Drama, Romance",Agnieszka Holland,"Henry James, Carol Doyle","Jennifer Jason Leigh, Albert Finney, Maggie Smith","Catherine Sloper (Jennifer Jason Leigh) has found the man of her dreams in Morris Townsend (Ben Chaplin), but her plans to marry him are strongly opposed by her father, Dr. Austin Sloper (Albert Finney), who believes Townsend is only interested in his daughter for her money. But Catherine is determined to follow her heart, even if she loses her inheritance in the process. But just what are Townsend's intentions?","English, French",United States,1 nomination,https://m.media-amazon.com/images/M/MV5BNzY3YzVhNzEtZGI2Zi00NGVmLWE2MGQtYTA1NjRmMjMzM2UxXkEyXkFqcGc@._V1_SX300.jpg,6.7/10,N/A,6.7,"3,728",tt0120481,movie,N/A,"$1,851,761",N/A,N/A,True,2026-02-24T23:31:17.390959,extra_data/posters/tt0120481.jpg,81%,
tt0345549,Last Life in the Universe,2003,R,08 Aug 2003,112 min,"Comedy, Drama, Romance",Pen-Ek Ratanaruang,"Prabda Yoon, Pen-Ek Ratanaruang","Tadanobu Asano, Sinitta Boonyasak, Takashi Miike","A mysterious, obsessive-compulsive, suicidal Japanese man living in Bangkok, Thailand, is thrown together with a Thai woman through a tragic chain of events. The woman is everything he is not. He is a neat freak who keeps his dishes washed and his books neatly stacked and categorized. She dresses like a slob, smokes pot and never picks anything up. It's a match that somehow works, though. Slowly and entertainingly, more is revealed about the Japanese man and why he's suicidal and living in Bangkok.","Thai, Japanese, English","Thailand, Japan, Netherlands",9 wins & 12 nominations,https://m.media-amazon.com/images/M/MV5BYTdkMzA5ODQtYTFjNS00NGMzLWE1YzAtMThkNDQwNzRhZDgwXkEyXkFqcGc@._V1_SX300.jpg,7.5/10,73,7.5,"11,637",tt0345549,movie,N/A,"$32,014",N/A,N/A,True,2026-02-24T23:31:18.696691,extra_data/posters/tt0345549.jpg,90%,73/100
tt1046171,You and I,2011,R,03 Feb 2011,100 min,Drama,Roland Joffé,"Shawn Schepps, Luke Goltz, Andrew Cullen","Mischa Barton, Shantel VanSanten, Anton Yelchin","Two girls, Lana and Janie, from vastly different worlds, bond as they persevere to become a part of the glamorous lifestyle offered by the power's high society. Although they are constantly challenged by the seductive, intoxicating allure of this society, they're suddenly forced to confront the cruel reality that lies beneath its glittery facade. As their bond is tested to its breaking point, they will need to re-discover the love that brought them together, otherwise their bond will be shattered forever.","English, Russian","United States, Russia",N/A,https://m.media-amazon.com/images/M/MV5BMjE4MjYyMjA3OV5BMl5BanBnXkFtZTcwMTY5MjY3MQ@@._V1_SX300.jpg,4.4/10,N/A,4.4,"2,444",tt1046171,movie,N/A,N/A,N/A,N/A,True,2026-02-24T23:31:19.995747,extra_data/posters/tt1046171.jpg,,
tt0405022,House of Boys,2009,Unrated,29 Jul 2011,117 min,"Drama, Music, Romance",Jean-Claude Schlim,"Jean-Claude Schlim, Christian Thiry, Robert David Graham","Loïc Peckels, Layke Anderson, Harry Ferrier","A glamorous, colourful coming-of-age story that follows the dramatic journey of Frank, a high school kid in 1984, through an exciting world of sex and music, where his deep new passion is suddenly turned into a struggle for courage facing a new disease - the ""gay cancer"" - and becomes deep, true love in the expectancy of his friend's horrible death and beyond.","English, French, German, Luxembourgish, Arabic","Luxembourg, Germany",2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTc3MjIwMTI1M15BMl5BanBnXkFtZTgwMDEyNTQyMTE@._V1_SX300.jpg,6.5/10,40,6.5,"1,340",tt0405022,movie,N/A,N/A,N/A,N/A,True,2026-02-24T23:31:21.291680,extra_data/posters/tt0405022.jpg,56%,40/100
tt0084829,The Trout,1982,R,22 Sep 1982,103 min,"Drama, Romance",Joseph Losey,"Roger Vailland, Monique Lange, Joseph Losey","Isabelle Huppert, Jacques Spiesser, Jeanne Moreau","Frederique (Huppert) leaves her family's small-town trout farm to embark on an journey taking her to Japan and into the arms of a man. Irritations concerning her actions and present state of feelings begin to fill her mind, forcin...","French, Japanese, English",France,1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BZThjYjkxMTgtNGE0Yy00ZDIzLWI5ZGQtNzc3ODk4MmQxYzVlXkEyXkFqcGc@._V1_SX300.jpg,5.8/10,N/A,5.8,917,tt0084829,movie,N/A,N/A,N/A,N/A,True,2026-02-24T23:31:22.593007,extra_data/posters/tt0084829.jpg,64%,
tt0120722,Living Out Loud,1998,R,06 Nov 1998,100 min,"Comedy, Drama, Romance",Richard LaGravenese,Richard LaGravenese,"Holly Hunter, Danny DeVito, Queen Latifah","Judith Nelson quit her medical studies to marry. Years later, her husband, a physician, divorces her to be with another doctor. Deeply frustrated, she now lives alone in her luxury apartment in New York, looking for a new meaning for her life. Pat Francato, the janitor and lift-boy, has a troubled life himself: Gambling debts and the tragic death of his daughter took away all his spirit. One day, he and Judith meet in the right mood and a fragile friendship starts to grow. They can help each other to get on their feet again. But one false move could destroy everything they built so carefully.",English,United States,5 nominations total,https://m.media-amazon.com/images/M/MV5BOGM4YTEzNDQtNDdjZi00YTQ5LWFlNzctMWY1YTc0ZDBhNzllXkEyXkFqcGc@._V1_SX300.jpg,6.5/10,64,6.5,"5,176",tt0120722,movie,N/A,"$12,905,901",N/A,N/A,True,2026-02-24T23:31:23.871325,extra_data/posters/tt0120722.jpg,59%,64/100
tt7105944,There's No Place Like Home,2018,N/A,14 Feb 2018,105 min,"Comedy, Drama, Romance",Gabriele Muccino,"Gabriele Muccino, Paolo Costella, Sabrina Impacciatore","Stefano Accorsi, Carolina Crescentini, Elena Cucci","A big family that like any other one includes relatives that see each other often and others that rarely meet, reunite to celebrate the 50th wedding anniversary of grandma Alba and grandpa Pietro in a big Villa, on the island they moved to. Because of weather conditions they all remain stranded on the island and the idyll between them seems to be over.",Italian,Italy,5 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BN2UzNGEyZjUtNjU4Ni00NDE2LWI1ZDItMTlkM2FkNGI2ZTRmXkEyXkFqcGc@._V1_SX300.jpg,6.1/10,N/A,6.1,"3,414",tt7105944,movie,N/A,N/A,N/A,N/A,True,2026-02-24T23:31:25.186998,extra_data/posters/tt7105944.jpg,,
tt10076106,Manmadhudu 2,2019,N/A,08 Aug 2019,155 min,"Comedy, Drama, Romance",Rahul Ravindran,"Rahul Ravindran, Satyanand, Kittu Vissapragada","Nagarjuna Akkineni, Rakul Preet Singh, Vennela Kishore","Under pressure to marry, a perennial bachelor hires a much younger woman to act as his fiancée, but her bond with his family throws his plan for a loop.",Telugu,"India, France",N/A,https://m.media-amazon.com/images/M/MV5BZWNmZjEzMTctMzRjMi00Njc2LWFjNjctMGYwZDJkNWI1NTljXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg,4.8/10,N/A,4.8,813,tt10076106,movie,N/A,N/A,N/A,N/A,True,2026-02-24T23:31:26.522976,,,
tt0037630,The Ladies of the Bois de Boulogne,1945,Not Rated,03 Apr 1964,86 min,"Drama, Romance",Robert Bresson,"Robert Bresson, Denis Diderot, Jean Cocteau","Paul Bernard, María Casares, Elina Labourdette","Hélène understands that Jean doesn't love her anymore. She is full of grief and anger, and she starts brooding on revenge. When she meets Jean, she pretends herself to be the one that has ceased to love the other. Jean is relieved, because now he thinks they can part as friends. Hélène goes to a night club, where a young woman, Agnès, is a famous dancer. Agnés has been forced into this life of debauchery and courtesanship because of poverty. She hates it and all the lecherous men. Hélène has met Agnès and her mother several years ago, and after the show she looks them up. She says that she will help them to leave this degrading life. The next day they shall move to an apartment she has rented, and stay there anonymously. Some days later she arranges a seemingly spontaneous meeting between Jean and Agnès in the Bois de Boulogne. Jean immediately falls in love with Agnès, who he thinks is an innocent girl from the countryside. Fueled by Hélène, and by Agnès's resistance, his infatuation turns into an obsession. Hélène's goal is to get Jean to marry Agnès, and then tell him that he has married a whore.",French,France,N/A,https://m.media-amazon.com/images/M/MV5BOTA2NjllM2EtNTEzNC00ZDVkLTg3ZjItZTc1NDYzNzFhMjYwXkEyXkFqcGc@._V1_SX300.jpg,7.2/10,N/A,7.2,"4,925",tt0037630,movie,N/A,N/A,N/A,N/A,True,2026-02-24T23:31:27.826125,extra_data/posters/tt0037630.jpg,100%,
tt0078771,Love on the Run,1979,PG,06 Apr 1979,94 min,"Comedy, Drama, Romance",François Truffaut,"François Truffaut, Marie-France Pisier, Jean Aurel","Jean-Pierre Léaud, Claude Jade, Marie-France Pisier","Antoine Doinel is now more than thirty. He divorces from Christine. He is a proofreader, and is in love with Sabine, a record seller. Colette, his teenager love, is now a lawyer. She buys Antoine's first published autobiographical novel. They meet again in a station...",French,France,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BOWVhZWJiMDUtYTMzOS00MTRmLThmNmEtYzEzODYzNTVkM2M2XkEyXkFqcGc@._V1_SX300.jpg,7.0/10,N/A,7.0,"7,657",tt0078771,movie,N/A,$509,N/A,N/A,True,2026-02-24T23:31:29.167573,extra_data/posters/tt0078771.jpg,62%,
tt1272041,My Queen Karo,2009,N/A,28 Oct 2009,101 min,"Drama, Romance",Dorothée Van Den Berghe,Dorothée Van Den Berghe,"Anna Franziska Jäger, Déborah François, Matthias Schoenaerts","Nine-year-old Karo grows up with her parents in an Amsterdam commune in the Seventies. She leads a carefree existence in this utopia-for-adults. Everything is shared in the squat, but not everyone is able to honor these ideals. Karo gets confused because of the internal conflicts that start to divide the group. Karo slowly realizes that nothing can stay the same forever.","Flemish, Dutch, French","Netherlands, Belgium, France",1 win & 8 nominations,https://m.media-amazon.com/images/M/MV5BNmMxNzU5ZTUtZjZjMi00YjQ0LThhNGMtNGM3MDdiMjcwOWExXkEyXkFqcGc@._V1_SX300.jpg,6.4/10,N/A,6.4,"1,059",tt1272041,movie,N/A,N/A,N/A,N/A,True,2026-02-24T23:31:30.709429,extra_data/posters/tt1272041.jpg,,
tt13393728,The Con-Heartist,2020,N/A,03 Dec 2020,128 min,"Comedy, Romance",Mez Tharatorn,"Pattaranad Bhiboonsawade, Mez Tharatorn, Thodsapon Thiptinnakorn","Nadech Kugimiya, Pimchanok Luevisadpaibul, Thiti Mahayotaruk","Tower (Nadech Kugimiya) is a suave con-artist who gives himself away accidentally while trying to con Ina (Pimchanok Luevisadpaibul), a goofy banker, out of some money. After Ina catches Tower red-handed, she proposes a deal: she won't turn him in to the police if he agrees to use his skills to con Petch (Thiti Mahayotaruk), Ina's ex-boyfriend who tricked her into borrowing money to pay his tuition, then left her hanging in the wind owing 100,000s in debt. The mission takes on a whole new level when Tower changes the plan from conning 100,000s to millions. This con job will take a team made up of Ms Nongnuch (Kathaleeya McIntosh), Ina's high-school teacher, who pretends to be a foxy businesswoman; and Mr Jone (Pongsatorn Jongwilas), Tower's brother, a thief who has a long history with the law. But even before the plan starts, Ina has a change of heart about Tower. Will she be fooled twice? Is she fated to keep meeting gorgeous con-artists? The con job must go on, but can Ina keep her heart from falling for another bad guy? Find out in THE CON-HEARTIST, a romantic comedy by the director of I FINE..THANK YOU...LOVE YOU.",Thai,Thailand,1 nomination total,https://m.media-amazon.com/images/M/MV5BNTcxMzAxYjItNjAxZS00MjFkLTkyOWYtZTkwMjA2NWYzYWFjXkEyXkFqcGc@._V1_SX300.jpg,7.1/10,N/A,7.1,"2,143",tt13393728,movie,N/A,N/A,N/A,N/A,True,2026-02-24T23:31:32.046611,extra_data/posters/tt13393728.jpg,,
tt0051364,"Another Time, Another Place",1958,Approved,06 Jun 1958,91 min,"Drama, Romance, War",Lewis Allen,"Stanley Mann, Lenore J. Coffee","Lana Turner, Barry Sullivan, Glynis Johns","In London, 1945, BBC radio correspondent Mark Trevor broadcasts to his listeners the details surrounding the disarmament of an unexploded German V-2 rocket. He is soon joined in the field by Sara Scott, a foreign correspondent for The New York Standard . The two journalists have been lovers for three weeks, and although Sara declares her undying love for him, Mark is hesitant to state his true affections for her. Later, in her hotel room, Mark tells Sara how he grew up in the small English village of St. Giles and joined the BBC prior to the outbreak of World War II, but Sara points out that eleven years are missing from his life story. After Mark finally professes his love, Sara confesses that she is engaged to her boss, American newspaper publisher Carter Reynolds. Before she can break her engagement, however, Mark admits that he is married. Carter then arrives in London on his way to Paris, and quickly recognizes the sudden alienation of Sara's affections. He offers to take her with him to Paris or back to New York, but the heartbroken Sara insists on staying in London until she can settle her personal life. Following the German army's surrender in Italy, Mark is transferred to Paris, but before he leaves, he and Sara have one final meeting at which they proclaim their eternal love to each other. The next morning, Carter rushes to be with Sara before the BBC announces Mark's death, as he was just killed in an airplane crash. Sara then suffers a nervous breakdown and is institutionalized in a nursing home for six weeks. With the war now over, Carter offers to send Sara home on an ocean cruise following her convalescence, but she decides takes a train to St. Giles before setting sail for America. Arriving in the seaside town, Sara is unable to find any accommodations, as the post-war surge in tourism has filled all the local inns, but she meets Mark's young son Brian by chance and is soon invited to dinner by her dead lover's unsuspecting widow Kay. Though Kay offers her lodgings for the night, the grief-stricken Sara cannot stand being surrounded by Mark's things and bolts from the home. The next morning, Sara is found on the docks unconscious and is carried back to Kay's house, where she is ordered to rest by the local physician. Kay then convinces Sara to stay on in St. Giles and write a book about Mark, still unaware that Sara was her husband's mistress. Later, Sara is shocked to see Alan Thompson, Mark's childhood friend and co-worker, who somehow survived the plane crash that took her lover's life. Though he promises to keep her secret, Alan asks Sara to leave St. Giles before Kay learns the truth about her relationship with Mark. Meanwhile, back in New York, Carter is informed by Dr. Aldridge, Sara's physician at the nursing home, of her current whereabouts, and he rushes to St. Giles in hopes of bringing Sara home. Upon their first meeting, Carter and Alan quickly realize that they are in similar positions, as they both love women who are in love with the same dead man. Following an evening at the cinema, Kay questions Alan about her husband's final weeks, and she soon surmises that Mark was having an affair. Learning this, Sara confesses all to Kay, but tells the widow that Mark had ended their affair and was planning to return to his wife and child. The next morning, Kay, relieved, rushes to the train station to say goodbye to a thankful Sara, who then promises to send Brian a photograph from the top of the Empire State building.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BNjgwMDNlYzAtODEyYi00MThlLTk2NzUtNjg5MDMwZGNkM2JiXkEyXkFqcGc@._V1_SX300.jpg,5.8/10,N/A,5.8,904,tt0051364,movie,N/A,N/A,N/A,N/A,True,2026-02-24T23:31:33.906451,extra_data/posters/tt0051364.jpg,,
tt0021310,Romance,1930,Approved,26 Aug 1930,76 min,"Drama, Romance",Clarence Brown,"Edward Sheldon, Bess Meredyth, Edwin Justus Mayer","Greta Garbo, Lewis Stone, Gavin Gordon","Young Harry is in love and wants to marry an actress, much to the displeasure of his family. Harry thinks that Bishop Armstrong knows nothing about love so Armstrong tells him the story of Rita and himself. Rita was an Opera Star singing in New York who was at a party given by Cornelius. Armstrong was a 28 year old rector. He fell for Rita when he saw her and after six weeks he wanted to marry her. Naive as he was, he thought that all of Rita's ""relationships"" were in the distant past, but Rita lives for the moment and knows that she can never marry Armstrong.","English, Italian",United States,Nominated for 2 Oscars. 1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BYzNmYWI2MGEtMGI1Mi00NWQwLWE2M2EtYTFjMzI3MTZmNGVhXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg,5.7/10,N/A,5.7,"1,042",tt0021310,movie,N/A,N/A,N/A,N/A,True,2026-02-24T23:31:35.261688,extra_data/posters/tt0021310.jpg,,
tt0492533,Lover,2005,N/A,08 Dec 2005,98 min,"Drama, Romance",Eun-tae Kim,Chang-hun Yun,"Sung Hyun-ah, Cho Dong-hyuk, Kim Ye-ryeong","Her lover has never taken a dangerous risk in his life. She has been for seven years and is going to get married next month. One day she meets a handsome stranger, who asked her to spend one day with him. It might be a mistake to accept his proposal, but over the next day she will experience a level of excitement and intimacy, she has never experienced before, and this could change her life all of sudden.",Korean,South Korea,N/A,https://m.media-amazon.com/images/M/MV5BMTY2ODczODQ4N15BMl5BanBnXkFtZTcwNzI1NzgxMw@@._V1_SX300.jpg,5.7/10,N/A,5.7,"1,227",tt0492533,movie,N/A,N/A,N/A,N/A,True,2026-02-24T23:31:36.462391,extra_data/posters/tt0492533.jpg,,
tt0337960,Danny Deckchair,2003,PG-13,31 Jul 2003,100 min,"Comedy, Romance",Jeff Balsmeyer,"Jeff Balsmeyer, Lizzie Bryant, Tim Gooding","Rhys Ifans, Miranda Otto, Justine Clarke","Sydneysider Danny Morgan, a simple man who works for a concrete company, is prone to daydreaming to escape his life, those daydreams often of his unique ideas. Of late, those daydreams have been about his and his longtime girlfriend Trudy Dunphy's imminent vacation, a camping trip which Danny has been planning for a year. Eventually learning that Trudy, a real estate agent, lied to get out of the trip to spend time with a famous client, television sportscaster Sandy Upman, is just the latest manifestation that Trudy is drifting away from Danny, who she sees as just a concrete man while she aspires to something or someone more exciting like Sandy. With the vacation now a no-go leaving him with a couple of weeks free with nothing to do but have his mind wander, Danny, with an unexpected windfall of free giant balloons, ponders whether they, filled with helium and tied to a deckchair, would be able to lift him in the deckchair up into the air. Danny's balloon deckchair experiment will have not only a profound effect on him, but that of Glenda Lake of Clarence, she a lonely parking enforcement police officer who has felt lost in life, while Trudy also sees it as another possible restart to her and Danny's relationship in that proverbial fifteen minutes of fame in their lives.",English,Australia,2 nominations,https://m.media-amazon.com/images/M/MV5BMTYxODk5MjU4MV5BMl5BanBnXkFtZTcwODMwMzYyMQ@@._V1_SX300.jpg,6.7/10,56,6.7,"5,294",tt0337960,movie,N/A,"$160,276",N/A,N/A,True,2026-02-24T23:31:37.756178,extra_data/posters/tt0337960.jpg,55%,56/100
tt0041509,The Inspector General,1949,Approved,31 Dec 1949,102 min,"Comedy, Musical, Romance",Henry Koster,"Philip Rapp, Harry Kurnitz, Nikolay Gogol","Danny Kaye, Walter Slezak, Barbara Bates","An illiterate stooge in a traveling medicine show wanders into a strange town and is picked up on a vagrancy charge. The town's corrupt officials mistake him for the inspector general whom they think is traveling in disguise. Fearing he will discover they've been pocketing tax money, they make several bungled attempts to kill him.",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BODI5MTVkOWEtYzcwOC00ZjVjLWIxYmQtOGFlZGU1MGU5MTUzXkEyXkFqcGc@._V1_SX300.jpg,6.7/10,N/A,6.7,"3,654",tt0041509,movie,N/A,N/A,N/A,N/A,True,2026-02-24T23:31:39.061966,extra_data/posters/tt0041509.jpg,91%,
tt5578150,Amanda & Jack Go Glamping,2017,TV-MA,23 Apr 2018,94 min,"Comedy, Drama, Romance",Brandon Dickerson,Brandon Dickerson,"David Arquette, Amy Acker, Adan Canto","With his marriage and career against the ropes, dejected author Jack Spencer (David Arquette) travels with his wife, Amanda (Amy Acker), to an isolated glamping retreat in search of a spark. When a surprise double booking finds their private retreat anything but private, Jack spins into a comedic exploration of love, lost dreams, small-town-wisdom, and friendship with a miniature donkey to get over himself before he loses all he holds dear.",English,United States,3 wins,https://m.media-amazon.com/images/M/MV5BNzY4MzQwMGYtMWMxOC00ODI5LWFkNTYtYmJhZmJiYjU4NGRkXkEyXkFqcGc@._V1_SX300.jpg,4.5/10,36,4.5,853,tt5578150,movie,N/A,"$3,352",N/A,N/A,True,2026-02-24T23:31:40.520758,extra_data/posters/tt5578150.jpg,20%,36/100
tt7863198,I Am Losing Weight,2018,Not Rated,08 Mar 2018,102 min,"Comedy, Drama, Romance",Alexey Nuzhny,"Nikolay Kulikov, Konstantin Mayer, Alexey Nuzhny","Aleksandra Bortich, Liliya Braynis, Mariya Buknis","The two main loves in Anya's life are her boyfriend Zhenya and food. They part because of food: Zhenya does not like how Anya looks when she puts on weight. Anya is not ready to just give up. With the support of her best friend and good-natured Kolya, who is keen on a healthy lifestyle, she embarks on an exciting adventure to lose weight and find love and happiness.",Russian,Russia,2 nominations total,https://m.media-amazon.com/images/M/MV5BMjk4MjVkODgtMjRkMi00NWFlLWE5NDQtZjQ0NTJkY2RhMWI0XkEyXkFqcGc@._V1_SX300.jpg,6.4/10,N/A,6.4,"2,713",tt7863198,movie,N/A,N/A,N/A,N/A,True,2026-02-24T23:31:41.932813,extra_data/posters/tt7863198.jpg,,
tt0079278,Chilly Scenes of Winter,1979,PG,15 Jul 1982,95 min,"Comedy, Drama, Romance",Joan Micklin Silver,"Ann Beattie, Joan Micklin Silver","John Heard, Mary Beth Hurt, Peter Riegert","Working for the Utah state government as a report writer, Charles Richardson reminisces about his past love affair with Laura Connolly, with who he was immediately attracted upon first sight when she worked in the file section of his office. Their relationship was despite Laura then being married to ex-football player Jim, nicknamed Ox, he bringing an adolescent daughter, Rebecca, into their blended family. When she and Charlie met, Laura was already on a trial separation from Ox, which always tainted Laura and Charlie's relationship in her sense of guilt as Ox never did anything bad to precipitate that separation. Charlie can't help but think about Laura as he is still in love with her and wants to get back together with her, their relationship which ended when she returned to Ox, who never knew about Charlie in her life. Charlie's thoughts about Laura are only one complication in his life, those other complicating people being: his perpetually ""glass-half-full"" sister Susan, who shares the house he inherited from their grandmother; his longtime best friend Sam Maguire, a men's garment salesman who is even less motivated with work than Charlie; his mother Clara, whose eccentricities and suicidal tendencies may solely be a cry for attention; Clara's current husband Pete, who wants a bromance with Charlie despite knowing Charlie doesn't much like him; his boss, Mr. Patterson, who continually uses him as a guidance counselor in issues related to his teenage son; and his typist Betty, who is attracted to Charlie herself not knowing about his and Laura's past relationship, and who Charlie consciously and unconsciously uses in knowing she still is in touch with Laura.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMmI1MzRkYTctYzViYi00MmEzLWE0YmMtZTM1MTExOTA5YzlmXkEyXkFqcGc@._V1_SX300.jpg,6.9/10,N/A,6.9,"1,702",tt0079278,movie,N/A,N/A,N/A,N/A,True,2026-02-24T23:31:43.252175,extra_data/posters/tt0079278.jpg,90%,
tt0082088,Blood Wedding,1981,Not Rated,09 Mar 1981,67 min,"Drama, Music, Romance",Carlos Saura,"Antonio Gades, Federico García Lorca, Alfredo Mañas","Antonio Gades, Cristina Hoyos, Juan Antonio Jiménez","A group of dancers puts Lorca's 'Blood Wedding' on stage, the tragic play about a married man who is still in love with his ex-girlfriend, and tries to reunite with her despite her planned wedding.",Spanish,"Spain, France",4 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BODBkYzJkMjUtY2JjYy00NGM3LWFiMTQtNmJlMTA5MTlmMWNiXkEyXkFqcGc@._V1_SX300.jpg,7.5/10,N/A,7.5,"1,993",tt0082088,movie,N/A,N/A,N/A,N/A,True,2026-02-24T23:31:44.606006,extra_data/posters/tt0082088.jpg,,
tt6251390,Under the Eiffel Tower,2018,Not Rated,08 Feb 2019,87 min,"Comedy, Romance",Archie Borders,"Archie Borders, David Henry, Judith Godrèche","Matt Walsh, Judith Godrèche, Reid Scott","Stuart is a having a mid-life crisis. Desperate for something more in life, he tags along on his best friend's family vacation to Paris - then proposes to his friend's 26-year-old daughter, Rosalind, while standing under the Eiffel Tower.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTgxNDYwNjU2N15BMl5BanBnXkFtZTgwMzk3NzI5NjM@._V1_SX300.jpg,5.4/10,41,5.4,"1,138",tt6251390,movie,N/A,"$6,291",N/A,N/A,True,2026-02-24T23:31:45.898534,extra_data/posters/tt6251390.jpg,44%,41/100
tt0323633,Melvin Goes to Dinner,2003,R,04 Dec 2003,83 min,"Comedy, Drama, Romance",Bob Odenkirk,Michael Blieden,"Michael Blieden, Stephanie Courtney, Matt Price",A lonely young man who finds himself at a restaurant with two strangers and his best friend.,English,United States,5 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BMjE0NjUxNTc2OF5BMl5BanBnXkFtZTcwNzI5NTAwMQ@@._V1_SX300.jpg,6.7/10,N/A,6.7,"3,244",tt0323633,movie,N/A,"$4,168",N/A,N/A,True,2026-02-24T23:31:47.280637,extra_data/posters/tt0323633.jpg,100%,
tt0108289,Flirting Scholar,1993,N/A,01 Jul 1993,102 min,"Comedy, Romance",Lik-Chi Lee,"Man-Keung Chan, Lik-Chi Lee, Vincent Kok","Stephen Chow, Gong Li, Pak-Cheung Chan","A scholar in search of true love. Disguising himself as a houseboy, he indentures himself to a rich family in order to pursue the ravishing servant girl who has stolen his heart.",Cantonese,"Hong Kong, China",N/A,https://m.media-amazon.com/images/M/MV5BZjBlNjk5MzItODYzMy00MWYxLThkNmEtYjBmYzg4NWVlYWU0XkEyXkFqcGc@._V1_SX300.jpg,7.6/10,N/A,7.6,"6,939",tt0108289,movie,N/A,N/A,N/A,N/A,True,2026-02-24T23:31:48.510777,extra_data/posters/tt0108289.jpg,,
tt5259966,No Manches Frida,2016,PG-13,02 Sep 2016,114 min,"Comedy, Romance",Nacho G. Velilla,"Laurence Rosenthal, Claudio Herrera, Sergio Sánchez","Omar Chaparro, Martha Higareda, Mónica Dionne","Zequi, a recently-released bank robber, goes to recover stolen money buried by his ditzy accomplice before going to jail. When they return to the site, they discover that Frida Kahlo High has built a gymnasium over the loot. Zequi decides to pose as a substitute teacher for a school that can't seem to keep any teachers around. Zequi comes in ready to lay down the law, but he quickly realizes that life on the inside might have been easier than dealing with wild, rebellious teenagers.",Spanish,"United States, Mexico, Germany",1 win,https://m.media-amazon.com/images/M/MV5BMjEzNzE5MDAxMl5BMl5BanBnXkFtZTgwNjcxOTE2OTE@._V1_SX300.jpg,5.5/10,N/A,5.5,"2,781",tt5259966,movie,N/A,"$11,528,613",N/A,N/A,True,2026-02-24T23:31:49.770475,extra_data/posters/tt5259966.jpg,13%,
tt0083248,Umrao Jaan,1981,N/A,21 Jun 2005,145 min,"Drama, Musical, Romance",Muzaffar Ali,"Mirza Muhammad Hadi Ruswa, Shama Zaidi, Javed Siddiqui","Rekha, Farooq Shaikh, Naseeruddin Shah","In Faizabad, British India, Dilawar is sentenced to several years in prison after Amiran's Daroga dad testifies against him. After his discharge around 1840, he extracts his vengeance by abducting Amiran and selling to a brothel madam. It is here Amiran will be re-named Umrao Jaan. Years later, Umrao has grown up and is an accomplished poetess as well as dancer extraordinary. She has many patrons, chief amongst them are Nawab Sultan and his father. The young Nawab is smitten by Umrao's beauty and her poems, but is finally forced to marry a girl of his mother's choice, leaving behind a heart-broken and devastated Umrao, who seeks solace in the arms of Faiz Ali and finally elopes with him, only to find out that he is a wanted bandit, and is shot down and killed by guards. Umrao re-locates to Kanpur where she establishes herself as a Poet and dancer, but is hunted down by brothel-keepers, Gohar Mirza and Husseini and brought back, where she is told that she must marry Gohar. Watch what Umrao does to escape from being married against her will, and her attempts to try and find her way back to her parents.",Urdu,India,6 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BY2QxMjc5NzktYmZjNC00NTdkLThjMTItM2NlNzdhNmNiNGU0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,7.7/10,N/A,7.7,"1,127",tt0083248,movie,N/A,N/A,N/A,N/A,True,2026-02-24T23:31:51.181405,extra_data/posters/tt0083248.jpg,,
tt0039040,To Each His Own,1946,Approved,12 Mar 1946,122 min,"Drama, Romance",Mitchell Leisen,"Charles Brackett, Jacques Théry, Dodie Smith","Olivia de Havilland, John Lund, Mary Anderson","During World War I, small-town girl Josephine Norris has an illegitimate son by an itinerant pilot. After a scheme to adopt him ends up giving him to another family, she devotes her life to loving him from afar.",English,United States,Won 1 Oscar. 1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BNjA4YTRiMjAtYzM2My00MzQ2LWI0NTEtMGI0Yjc0ZjZlYjg3XkEyXkFqcGc@._V1_SX300.jpg,7.6/10,67,7.6,"3,094",tt0039040,movie,N/A,N/A,N/A,N/A,True,2026-02-24T23:31:52.511808,extra_data/posters/tt0039040.jpg,81%,67/100
